,lat,lon,url,city,state,zip,status,type,style,price,beds,baths,half_baths,sq_ft,acres_lot,on_realtor,built,preds,expected_diff
11841,33.164049,-96.980318,https://www.realtor.com/realestateandhomes-detail/9221-Windsor-Dr_Little-Elm_TX_75068_M77550-91948,Little Elm,TX,75068.0,Active,Single Family Home,Traditional,270000.0,4.0,2.0,1.0,2579.0,0.1640036730945822,31.0,2007.0,201663.94187881256,68336.05812118744
11842,33.038196,-96.870075,https://www.realtor.com/realestateandhomes-detail/4656-Seabiscuit-St_Carrollton_TX_75010_M79521-08180,Carrollton,TX,75010.0,Active,Single Family Home,Traditional,574900.0,5.0,4.0,0.0,4032.0,0.17199265381083562,31.0,2014.0,519765.3429008548,55134.65709914517
11843,33.197933,-96.910273,https://www.realtor.com/realestateandhomes-detail/1609-Serra-Dr_Little-Elm_TX_75068_M81926-61673,Little Elm,TX,75068.0,Active,Single Family Home,Traditional,389000.0,4.0,3.0,1.0,2836.0,0.16999540863177226,12.0,2018.0,296340.0357356507,92659.96426434931
11844,33.035135,-96.849314,https://www.realtor.com/realestateandhomes-detail/6841-Myrtle-Beach-Dr_Plano_TX_75093_M71621-04807,Plano,TX,75093.0,Active,Single Family Home,Traditional,455000.0,4.0,2.0,1.0,2861.0,0.14699265381083562,31.0,1993.0,285017.1986718914,169982.8013281086
11846,33.241188,-96.97251800000001,https://www.realtor.com/realestateandhomes-detail/9001-Cape-Cod-Blvd_Aubrey_TX_76227_M87893-93843,Providence Village,TX,76227.0,Active Option Contract,Single Family Home,Colonial,260000.0,4.0,2.0,1.0,2233.0,0.16900826446280992,10.0,2011.0,402712.5830613662,-142712.58306136623
11847,33.221706,-96.913717,https://www.realtor.com/realestateandhomes-detail/1001-Bruni-Ct_Aubrey_TX_76227_M88113-33027,Savannah,TX,76227.0,Active,Single Family Home,Traditional,293300.0,3.0,2.0,1.0,2726.0,0.12800734618916437,31.0,2016.0,374107.0820130829,-80807.08201308292
11848,33.237044,-96.854682,https://www.realtor.com/realestateandhomes-detail/1613-Adams-Pl_Prosper_TX_75078_M86633-48532,Prosper,TX,75078.0,Active,Single Family Home,Traditional,450000.0,4.0,4.0,0.0,3258.0,0.22899449035812672,31.0,2016.0,409562.92298975174,40437.077010248264
11849,33.037833,-96.89253,https://www.realtor.com/realestateandhomes-detail/2622-Sir-Gawain-Ln_Lewisville_TX_75056_M80832-62808,Lewisville,TX,75056.0,Active,Single Family Home,Traditional,739900.0,4.0,3.0,2.0,4268.0,0.32,31.0,2005.0,1227732.3770407876,-487832.3770407876
11850,33.090123,-96.87252,https://www.realtor.com/realestateandhomes-detail/5517-Green-Hollow-Ln_The-Colony_TX_75056_M84838-86272,The Colony,TX,75056.0,Active,Single Family Home,Traditional,360000.0,4.0,3.0,0.0,3073.0,0.12601010101010102,9.0,2001.0,426756.4494343101,-66756.44943431008
11851,33.17343,-97.279496,https://www.realtor.com/realestateandhomes-detail/404-Citation-Ln_Ponder_TX_76259_M73641-86761,Ponder,TX,76259.0,Active,Single Family Home,Traditional,220000.0,4.0,2.0,0.0,1561.0,0.16600091827364555,31.0,2016.0,220235.07259280884,-235.0725928088359
11852,33.078728000000005,-97.20756800000001,https://www.realtor.com/realestateandhomes-detail/10924-Falling-Leaf-Trl_Argyle_TX_76226_M87078-45505,Flower Mound,TX,76226.0,Active,Single Family Home,Traditional,699990.0,4.0,4.0,1.0,4057.0,0.44,31.0,2015.0,1020684.3331336823,-320694.33313368226
11860,33.229838,-96.92211999999999,https://www.realtor.com/realestateandhomes-detail/1113-Parkstone-Dr_Aubrey_TX_76227_M81678-65973,Little Elm,TX,76227.0,Active,Single Family Home,Traditional,360021.0,4.0,3.0,0.0,2273.0,0.13000459136822773,31.0,2019.0,233194.0808511153,126826.91914888471
11864,33.037226000000004,-96.863271,https://www.realtor.com/realestateandhomes-detail/4678-Dozier-Rd-C_Carrollton_TX_75010_M88168-85653?ex=TX642798471,Carrollton,TX,75010.0,Active,Condo/Townhome/Row Home/Co-Op,Traditional,375000.0,3.0,2.0,1.0,2262.0,0.06299357208448117,32.0,2016.0,418964.7273614885,-43964.727361488505
11875,33.188256,-96.850116,https://www.realtor.com/realestateandhomes-detail/13300-Riverhill-Rd_Frisco_TX_75033_M86558-20812,Frisco,TX,75033.0,Active,Single Family Home,nan,791429.0,5.0,5.0,1.0,4507.0,0.21000918273645547,9.0,2019.0,1144058.0022029525,-352629.0022029525
11876,33.206275,-97.005323,https://www.realtor.com/realestateandhomes-detail/2050-E-Oak-Shores-Dr_Crossroads_TX_76227_M73037-41282,Crossroads,TX,76227.0,Active,Single Family Home,"Traditional,Tudor",643999.0,5.0,3.0,0.0,4505.0,1.84,6.0,2006.0,649138.7682321378,-5139.76823213778
11877,33.162182,-97.09237,https://www.realtor.com/realestateandhomes-detail/3501-Yale-Dr_Denton_TX_76210_M73710-77997,Denton,TX,76210.0,Active,Single Family Home,nan,354900.0,4.0,2.0,1.0,2425.0,0.28,7.0,2002.0,302413.02753773343,52486.97246226657
11878,33.085675,-97.12897199999999,https://www.realtor.com/realestateandhomes-detail/9120-Blanco-Dr_Lantana_TX_76226_M73496-60749,Lantana,TX,76226.0,Active,Single Family Home,Traditional,449900.0,4.0,3.0,1.0,3555.0,0.19600550964187327,6.0,2003.0,717005.2120922798,-267105.2120922798
11880,33.005871,-96.894063,https://www.realtor.com/realestateandhomes-detail/3214-Delaford-Dr_Carrollton_TX_75007_M76084-27628,Carrollton,TX,75007.0,Active,Single Family Home,nan,299900.0,3.0,2.0,0.0,1985.0,0.18399908172635446,6.0,1983.0,382039.6800225465,-82139.6800225465
11881,33.109639,-96.843331,https://www.realtor.com/realestateandhomes-detail/5125-Lakehill-Blvd_Frisco_TX_75034_M74619-85894,Frisco,TX,75034.0,Active,Single Family Home,Traditional,539000.0,4.0,4.0,0.0,3500.0,0.20899908172635445,6.0,1999.0,515457.6947765448,23542.305223455187
11882,33.109099,-97.020151,https://www.realtor.com/realestateandhomes-detail/35-Oak-Cir_Lake-Dallas_TX_75065_M81888-17383?ex=TX643617687,Hickory Creek,TX,75065.0,Active Option Contract,Single Family Home,Traditional,225000.0,3.0,2.0,0.0,1915.0,0.29,7.0,1982.0,323650.0249485989,-98650.02494859888
11883,33.070065,-97.040418,https://www.realtor.com/realestateandhomes-detail/1884-Greenslopes-Dr_Lewisville_TX_75077_M85877-17106,Lewisville,TX,75077.0,Active,Single Family Home,nan,268000.0,3.0,2.0,0.0,1759.0,0.25,6.0,1980.0,308292.9512892696,-40292.95128926961
11884,33.405812,-96.974026,https://www.realtor.com/realestateandhomes-detail/1000-Parkway-Ln_Pilot-Point_TX_76258_M76728-28771,Pilot Point,TX,76258.0,Active,Single Family Home,Traditional,344900.0,3.0,2.0,0.0,1911.0,1.0,6.0,2002.0,287028.1016987382,57871.89830126183
11885,33.128314,-96.855982,https://www.realtor.com/realestateandhomes-detail/3792-Ladera-Heights-Blvd_Frisco_TX_75034_M88040-57333,Frisco,TX,75034.0,Active,Single Family Home,Traditional,815793.0,4.0,3.0,1.0,3398.0,0.21999540863177228,6.0,2019.0,443397.0774644711,372395.9225355289
11886,33.037449,-97.328585,https://www.realtor.com/realestateandhomes-detail/1349-Amazon-Dr_Justin_TX_76247_M87982-25871,Fort Worth,TX,76247.0,Active Option Contract,Single Family Home,Traditional,225000.0,3.0,2.0,0.0,2015.0,0.13799357208448118,7.0,2007.0,310807.7756520467,-85807.77565204672
11887,33.075975,-97.207024,https://www.realtor.com/realestateandhomes-detail/6371-Whiskerbrush-Blvd_Flower-Mound_TX_76226_M80116-36320,Flower Mound,TX,76226.0,Active,Single Family Home,Traditional,550000.0,4.0,4.0,0.0,3102.0,0.13799357208448118,6.0,2017.0,463503.1549999228,86496.84500007721
11888,33.075745,-97.093777,https://www.realtor.com/realestateandhomes-detail/6317-Via-Italia-Dr_Lewisville_TX_75077_M87235-17653,Flower Mound,TX,75077.0,Active,Single Family Home,Traditional,749995.0,4.0,4.0,1.0,3922.0,0.34,6.0,2018.0,811504.2831451589,-61509.2831451589
11889,33.146171,-96.882454,https://www.realtor.com/realestateandhomes-detail/1088-Rolling-Thunder-Rd_Frisco_TX_75036_M73495-76035,Frisco,TX,75036.0,Active,Single Family Home,Traditional,569900.0,4.0,3.0,1.0,3486.0,0.14499540863177227,7.0,2016.0,481146.19332998944,88753.80667001056
11891,33.094689,-96.88661,https://www.realtor.com/realestateandhomes-detail/5004-Crawford-Dr_The-Colony_TX_75056_M87921-99887,The Colony,TX,75056.0,Active,Single Family Home,Ranch,245000.0,3.0,2.0,0.0,1785.0,0.15700183654729108,31.0,1978.0,302432.82095765625,-57432.82095765625
11892,33.23188,-96.911514,https://www.realtor.com/realestateandhomes-detail/1156-Parkstone-Dr_Little-Elm_TX_75068_M72215-59085,Little Elm,TX,75068.0,Active,Single Family Home,nan,299000.0,3.0,2.0,0.0,1840.0,0.15,7.0,2019.0,435252.31918032217,-136252.31918032217
11893,33.021244,-97.293935,https://www.realtor.com/realestateandhomes-detail/15801-Carlton-Oaks-Dr_Fort-Worth_TX_76177_M77897-12282,Fort Worth,TX,76177.0,Active,Single Family Home,Traditional,289900.0,5.0,3.0,0.0,2877.0,0.12199265381083563,8.0,2013.0,247910.35352118174,41989.646478818264
11895,33.137059,-96.885418,https://www.realtor.com/realestateandhomes-detail/6974-Barefoot-Dr_Frisco_TX_75034_M78978-09317,Frisco,TX,75036.0,Active,Single Family Home,Mediterranean,924995.0,5.0,4.0,1.0,4484.0,0.21999540863177228,6.0,2018.0,1012369.2171722678,-87374.21717226785
11896,33.232514,-97.150717,https://www.realtor.com/realestateandhomes-detail/1913-Fordham-Ln_Denton_TX_76201_M87952-04213,Denton,TX,76201.0,Active,Single Family Home,Traditional,215000.0,3.0,2.0,0.0,1508.0,0.223989898989899,7.0,1968.0,283531.1774664832,-68531.1774664832
11897,33.006698,-97.062629,https://www.realtor.com/realestateandhomes-detail/1604-Earhart-Ln_Flower-Mound_TX_75028_M75346-41855,Flower Mound,TX,75028.0,Active,Single Family Home,Traditional,924995.0,5.0,4.0,1.0,4609.0,0.3,6.0,2019.0,970036.2434751437,-45041.24347514368
11899,33.11555,-97.237205,https://www.realtor.com/realestateandhomes-detail/1829-Swan_Northlake_TX_76226_M81598-52358,Northlake,TX,76226.0,Active,Single Family Home,Traditional,350000.0,4.0,3.0,0.0,2292.0,0.11999540863177227,7.0,2019.0,242621.39182282588,107378.60817717412
11900,33.17749,-97.070437,https://www.realtor.com/realestateandhomes-detail/5612-Sea-Cove-Ln_Denton_TX_76208_M79501-21071,Denton,TX,76208.0,Active,Single Family Home,Traditional,268939.0,4.0,2.0,0.0,1870.0,0.13000459136822773,7.0,2019.0,270383.2447050813,-1444.244705081277
11901,33.261418,-96.882243,https://www.realtor.com/realestateandhomes-detail/6001-Humber-Ln_Celina_TX_75009_M74312-91809,Celina,TX,76227.0,Active,Single Family Home,Traditional,399900.0,4.0,3.0,1.0,3818.0,0.15798898071625345,7.0,2019.0,705561.7381430304,-305661.73814303044
11902,33.155452000000004,-96.904593,https://www.realtor.com/realestateandhomes-detail/1605-Knight-Trl_Frisco_TX_75036_M76333-47964?ex=TX642500667,Little Elm,TX,75036.0,Active,Single Family Home,Traditional,274900.0,3.0,2.0,1.0,2521.0,0.13799357208448118,37.0,2005.0,299262.83923458064,-24362.839234580635
11904,33.150267,-97.295198,https://www.realtor.com/realestateandhomes-detail/4701-Prairie-Hill-Ct_Dish_TX_76247_M76261-05470,Ponder,TX,76247.0,Active,Single Family Home,Traditional,469900.0,4.0,2.0,1.0,3074.0,2.0,38.0,2016.0,361108.5892546247,108791.41074537532
11905,33.170416,-97.071236,https://www.realtor.com/realestateandhomes-detail/4501-Redbud-Dr_Denton_TX_76208_M84292-39817,Denton,TX,76208.0,Active Option Contract,Single Family Home,nan,238000.0,3.0,2.0,0.0,1835.0,0.19699265381083564,17.0,2007.0,310617.2566834605,-72617.2566834605
11906,33.170655,-97.07551,https://www.realtor.com/realestateandhomes-detail/6021-Moor-Hen-Dr_Denton_TX_76208_M75653-08426,Denton,TX,76208.0,Pending,Single Family Home,Traditional,255000.0,4.0,2.0,1.0,2451.0,0.15798898071625345,17.0,2004.0,294036.5864447376,-39036.58644473762
11907,33.169025,-96.91234,https://www.realtor.com/realestateandhomes-detail/1569-Chivalry-Ln_Little-Elm_TX_75068_M73632-52149,Little Elm,TX,75068.0,Active,Single Family Home,Traditional,244900.0,4.0,2.0,0.0,1894.0,0.15,37.0,2000.0,277267.7069595993,-32367.70695959928
11909,33.091804,-96.87603,https://www.realtor.com/realestateandhomes-detail/5333-Young-Dr_The-Colony_TX_75056_M88171-98120,The Colony,TX,75056.0,Active,Single Family Home,Traditional,215500.0,3.0,2.0,0.0,1335.0,0.18500918273645547,38.0,1974.0,263860.9544807386,-48360.95448073861
11919,33.278606,-96.978966,https://www.realtor.com/realestateandhomes-detail/100-Post-Oak-Dr_Aubrey_TX_76227_M85737-33572,Krugerville,TX,76227.0,Active,Single Family Home,Traditional,485500.0,3.0,3.0,1.0,3565.0,0.55,62.0,2013.0,731977.671172111,-246477.67117211095
11920,33.122869,-96.885503,https://www.realtor.com/realestateandhomes-detail/5467-Statesman-Ln_Frisco_TX_75036_M82496-31302,Frisco,TX,75036.0,Active,Single Family Home,"Contemporary,Modern,Traditional",675000.0,5.0,5.0,2.0,4286.0,0.17899449035812673,62.0,2016.0,1927587.2221876807,-1252587.2221876807
11921,33.138451,-97.227343,https://www.realtor.com/realestateandhomes-detail/9513-Pinewood-Dr_Denton_TX_76207_M70538-50515,Denton,TX,76207.0,Active,Single Family Home,Traditional,257000.0,2.0,2.0,0.0,1484.0,0.14898989898989898,61.0,2003.0,371779.2287295171,-114779.22872951708
11929,33.121416,-97.183924,https://www.realtor.com/realestateandhomes-detail/208-Denton-St-E_Argyle_TX_76226_M71992-76864,Argyle,TX,76226.0,Active,Single Family Home,Traditional,539850.0,3.0,2.0,0.0,2508.0,0.16000918273645545,61.0,2019.0,393751.6708309639,146098.32916903612
11931,33.197521,-96.990042,https://www.realtor.com/realestateandhomes-detail/1116-Stampede-Dr_Aubrey_TX_76227_M75561-10217,Aubrey,TX,76227.0,Active,Single Family Home,Traditional,267500.0,3.0,2.0,0.0,2041.0,0.16499081726354453,67.0,2016.0,351931.1836069227,-84431.18360692268
11934,33.012682,-97.028029,https://www.realtor.com/realestateandhomes-detail/2008-Viburnum-Dr_Flower-Mound_TX_75028_M70060-68054,Flower Mound,TX,75028.0,Active,Single Family Home,"Craftsman,French,Ranch,Traditional",444990.0,3.0,2.0,0.0,1806.0,0.13999081726354454,62.0,2019.0,398315.9118485161,46674.08815148391
11937,33.231399,-96.90292,https://www.realtor.com/realestateandhomes-detail/2001-Historic-District_Little-Elm_TX_75068_M89534-11252,Aubrey,TX,76227.0,Pending,Single Family Home,Traditional,345000.0,4.0,3.0,0.0,3276.0,0.19100091827364554,18.0,2016.0,423852.7530473402,-78852.7530473402
11940,33.138962,-96.884823,https://www.realtor.com/realestateandhomes-detail/7207-Calypso-Ln_Frisco_TX_75034_M70775-04390,Frisco,TX,75036.0,Active,Single Family Home,Traditional,899995.0,4.0,5.0,1.0,4957.0,0.21999540863177228,6.0,2018.0,1444549.0936780428,-544554.0936780428
11941,33.276542,-96.992436,https://www.realtor.com/realestateandhomes-detail/703-Fairmeadow-Dr_Krugerville_TX_76227_M87278-48024,Krugerville,TX,76227.0,Active Option Contract,Single Family Home,nan,339900.0,3.0,2.0,0.0,2220.0,1.0,4.0,2004.0,309857.1150421609,30042.884957839095
11942,33.027266,-97.114333,https://www.realtor.com/realestateandhomes-detail/2908-Creek-View-Dr_Flower-Mound_TX_75022_M75710-30812,Flower Mound,TX,75022.0,Active,Single Family Home,Traditional,925000.0,4.0,3.0,1.0,5100.0,1.0,4.0,1993.0,1270972.8956562628,-345972.89565626276
11943,33.007981,-96.893705,https://www.realtor.com/realestateandhomes-detail/3233-Northview_Carrollton_TX_75007_M86318-26652,Carrollton,TX,75007.0,Active,Single Family Home,Traditional,252500.0,3.0,2.0,0.0,1591.0,0.13298898071625345,4.0,1983.0,354539.9019628458,-102039.90196284582
11946,33.055178000000005,-97.070872,https://www.realtor.com/realestateandhomes-detail/2601-Timberhaven-Dr_Flower-Mound_TX_75028_M70830-87007,Flower Mound,TX,75028.0,Active,Single Family Home,Traditional,349000.0,4.0,2.0,1.0,2423.0,0.1820018365472911,4.0,1998.0,218435.77177306853,130564.22822693147
11947,33.215774,-96.91852,https://www.realtor.com/realestateandhomes-detail/3005-Walker-Creek-Dr_Little-Elm_TX_75068_M84984-84003,Little Elm,TX,75068.0,Active,Single Family Home,Traditional,250000.0,3.0,2.0,0.0,1645.0,0.14201101928374657,4.0,2017.0,418872.5449205009,-168872.5449205009
11948,33.230493,-96.90436,https://www.realtor.com/realestateandhomes-detail/1801-Jasmine-Trl_Savannah_TX_76227_M74870-42059,Savannah,TX,76227.0,Active,Single Family Home,"Craftsman,Traditional",254900.0,3.0,3.0,0.0,1906.0,0.10300734618916436,4.0,2004.0,327697.3951719089,-72797.3951719089
11949,33.102468,-97.129293,https://www.realtor.com/realestateandhomes-detail/405-Perkins-Dr_Lantana_TX_76226_M79831-15555,Lantana,TX,76226.0,Active,Single Family Home,Traditional,339000.0,4.0,4.0,0.0,2692.0,0.09600550964187328,4.0,2010.0,372949.21283275576,-33949.21283275576
11950,33.12904,-97.20320799999999,https://www.realtor.com/realestateandhomes-detail/781-Knob-Hill-Ct_Argyle_TX_76226_M87704-11202,Argyle,TX,76226.0,Active,Single Family Home,Traditional,3299000.0,7.0,9.0,3.0,9889.0,2.5,6.0,2014.0,5646000.937442532,-2347000.937442532
11952,33.126294,-96.88565200000001,https://www.realtor.com/realestateandhomes-detail/5694-Lightfoot-Ln_Frisco_TX_75036_M82035-33332,Frisco,TX,75036.0,Active,Single Family Home,Traditional,540000.0,4.0,3.0,1.0,3407.0,0.15,4.0,2014.0,467051.58535656775,72948.41464343225
11953,33.203739,-96.945387,https://www.realtor.com/realestateandhomes-detail/1217-Lake-Worth-Trl_Little-Elm_TX_75068_M77180-07992,Little Elm,TX,75068.0,Active,Single Family Home,Traditional,271900.0,3.0,2.0,0.0,2050.0,0.15500459136822772,4.0,2016.0,428768.95029105135,-156868.95029105135
11957,32.997713,-97.187037,https://www.realtor.com/realestateandhomes-detail/107-Summit-Cv_Trophy-Club_TX_76262_M71592-87117,Trophy Club,TX,76262.0,Active,Single Family Home,Traditional,288000.0,3.0,2.0,0.0,2142.0,0.13000459136822773,37.0,1985.0,305987.52631062106,-17987.526310621062
11959,33.146097999999995,-97.095491,https://www.realtor.com/realestateandhomes-detail/7017-Crenshaw-Ln_Denton_TX_76210_M72230-00628?ex=TX643298579,Denton,TX,76210.0,Pending,Single Family Home,Traditional,265900.0,4.0,2.0,0.0,2125.0,0.1388888888888889,17.0,2004.0,255056.31178317918,10843.688216820825
11961,33.164918,-97.269716,https://www.realtor.com/realestateandhomes-detail/4064-CE-Howard-Rd_Ponder_TX_76259_M73807-55829,Ponder,TX,76259.0,Active,Single Family Home,nan,180000.0,3.0,2.0,0.0,1683.0,0.44,5.0,1982.0,253270.83841752147,-73270.83841752147
11962,33.253509,-97.119066,https://www.realtor.com/realestateandhomes-detail/2605-Huntington-Dr_Denton_TX_76209_M73571-78015,Denton,TX,76209.0,Active,Single Family Home,Traditional,299900.0,5.0,3.0,0.0,2503.0,0.35,5.0,1970.0,384653.84658061794,-84753.84658061794
11965,32.995671,-96.870363,https://www.realtor.com/realestateandhomes-detail/2559-Sundance-Ln_Dallas_TX_75287_M77908-59060,Dallas,TX,75287.0,Active,Single Family Home,Traditional,244900.0,3.0,2.0,0.0,1403.0,0.10599173553719009,5.0,1984.0,277333.14329610404,-32433.14329610404
11966,33.162207,-97.089673,https://www.realtor.com/realestateandhomes-detail/1101-Wentwood-Dr_Corinth_TX_76210_M85473-87438,Corinth,TX,76210.0,Active Option Contract,Single Family Home,Traditional,270000.0,4.0,2.0,0.0,2150.0,0.198989898989899,5.0,2001.0,232744.33056127274,37255.66943872726
11967,33.200877,-96.905782,https://www.realtor.com/realestateandhomes-detail/13704-Vallanca-Ct_Little-Elm_TX_75068_M71789-19388,Little Elm,TX,75068.0,Active,Single Family Home,Traditional,449500.0,4.0,3.0,1.0,3309.0,0.32,5.0,2016.0,431770.2161812819,17729.783818718104
11968,33.155002,-96.884686,https://www.realtor.com/realestateandhomes-detail/1006-Colleton-Ln_Frisco_TX_75033_M74578-26476,Frisco,TX,75033.0,Active,Single Family Home,Traditional,359900.0,4.0,2.0,1.0,3216.0,0.18999081726354453,5.0,2006.0,340757.72545386606,19142.274546133936
11969,33.004366999999995,-96.905701,https://www.realtor.com/realestateandhomes-detail/1458-Homestead-Ln_Carrollton_TX_75007_M75306-96467,Carrollton,TX,75007.0,Active,Single Family Home,Traditional,265000.0,3.0,2.0,0.0,1657.0,0.11000918273645546,5.0,1985.0,361392.58926752413,-96392.58926752413
11970,33.123269,-97.04760300000001,https://www.realtor.com/realestateandhomes-detail/104-Magnolia-Ln_Hickory-Creek_TX_75065_M73465-32885,Hickory Creek,TX,75065.0,Active,Single Family Home,Traditional,384900.0,3.0,2.0,0.0,2433.0,0.18700642791551883,4.0,2015.0,444403.5793451788,-59503.57934517879
11971,33.000651,-96.862904,https://www.realtor.com/realestateandhomes-detail/18101-Justice-Ln_Dallas_TX_75287_M79134-65079,Dallas,TX,75287.0,Active,Single Family Home,Craftsman,299900.0,3.0,2.0,1.0,1887.0,0.21200642791551882,5.0,2016.0,242311.0001129881,57588.99988701189
11973,33.190462,-96.870209,https://www.realtor.com/realestateandhomes-detail/2357-Mackinac-Dr_Frisco_TX_75033_M77082-96837,Frisco,TX,75033.0,Active,Single Family Home,Traditional,310000.0,3.0,2.0,1.0,2487.0,0.18999081726354453,5.0,2005.0,294729.0253628552,15270.974637144827
11974,33.121574,-97.05484,https://www.realtor.com/realestateandhomes-detail/120-Citation-Ln_Hickory-Creek_TX_75065_M86738-04885,Hickory Creek,TX,75065.0,Active,Single Family Home,Traditional,499914.0,4.0,3.0,0.0,3008.0,0.3,5.0,2018.0,328937.0609770127,170976.93902298732
11975,33.01110300000001,-96.909719,https://www.realtor.com/realestateandhomes-detail/3629-Harebell-Dr_Carrollton_TX_75007_M78963-83581,Carrollton,TX,75007.0,Active,Condo/Townhome/Row Home/Co-Op,Traditional,329000.0,3.0,2.0,1.0,1923.0,0.06000918273645546,5.0,2019.0,371357.44697725784,-42357.446977257845
11976,33.122268,-97.054698,https://www.realtor.com/realestateandhomes-detail/119-Citation-Ln_Hickory-Creek_TX_75065_M86733-94960,Hickory Creek,TX,75065.0,Active,Single Family Home,Traditional,547867.0,4.0,3.0,0.0,3731.0,0.25,5.0,2019.0,393810.19252782915,154056.80747217085
