,lat,lon,url,city,state,zip,status,type,style,price,beds,baths,half_baths,sq_ft,acres_lot,on_realtor,built,preds,expected_diff
3635,33.101163,-96.096178,https://www.realtor.com/realestateandhomes-detail/1113-Colony-Dr_Greenville_TX_75402_M85879-43849,Greenville,TX,75402.0,Active,Single Family Home,Ranch,269900.0,4.0,3.0,0.0,2908.0,0.21701101928374655,3.0,2010.0,253633.64011379483,16266.359886205173
3636,33.088783,-96.08792199999999,https://www.realtor.com/realestateandhomes-detail/126-Shawnee-St_Greenville_TX_75402_M89116-40442,Greenville,TX,75402.0,Active,Single Family Home,Traditional,194900.0,4.0,2.0,0.0,2078.0,0.13200183654729108,4.0,2005.0,272281.2502741951,-77381.2502741951
3637,32.710345000000004,-96.662233,https://www.realtor.com/realestateandhomes-detail/236-Kodiak-Dr_Dallas_TX_75217_M81063-08844,Dallas,TX,75217.0,Pending,Single Family Home,nan,119999.0,3.0,1.0,1.0,1124.0,0.17199265381083562,39.0,1955.0,161883.9486101551,-41884.94861015509
3638,32.809046,-96.567745,https://www.realtor.com/realestateandhomes-detail/346-Marble-Creek-Ct_Sunnyvale_TX_75182_M88827-03176,Sunnyvale,TX,75182.0,Active,Single Family Home,Traditional,445850.0,4.0,2.0,1.0,2310.0,0.37,39.0,2019.0,184751.23754719517,261098.76245280483
3639,32.874202000000004,-96.823967,https://www.realtor.com/realestateandhomes-detail/4955-Wedgewood-Ln_Dallas_TX_75220_M82665-55545,Dallas,TX,75220.0,Active,Single Family Home,"Contemporary,Modern",6995000.0,4.0,4.0,2.0,7075.0,1.02,32.0,2016.0,2900431.6294213254,4094568.3705786746
3640,32.931565,-96.53172099999999,https://www.realtor.com/realestateandhomes-detail/7401-Park-Lane-Ct_Rowlett_TX_75089_M83559-05274,Rowlett,TX,75089.0,Pending,Single Family Home,Traditional,250000.0,4.0,2.0,1.0,2397.0,0.3,14.0,2001.0,175758.75473543265,74241.24526456735
3641,32.732233,-96.847038,https://www.realtor.com/realestateandhomes-detail/1602-Lebanon-Ave_Dallas_TX_75208_M78116-48443,Dallas,TX,75208.0,Active,Single Family Home,nan,289000.0,4.0,2.0,0.0,1609.0,0.1859963269054178,32.0,1963.0,169094.28974919842,119905.71025080158
3642,32.607859999999995,-96.83251899999999,https://www.realtor.com/realestateandhomes-detail/1049-Rosewood-Dr_Desoto_TX_75115_M72056-73065,Desoto,TX,75115.0,Active,Single Family Home,Traditional,220000.0,3.0,2.0,0.0,2096.0,0.223989898989899,33.0,1974.0,309310.0948847283,-89310.09488472831
3643,32.78314,-96.880528,https://www.realtor.com/realestateandhomes-detail/3406-Esmalda-St_Dallas_TX_75212_M71350-32063,Dallas,TX,75212.0,Active,Single Family Home,Traditional,182500.0,3.0,2.0,0.0,1489.0,0.09600550964187328,32.0,2016.0,387433.88846781576,-204933.88846781576
3644,32.931712,-96.780822,https://www.realtor.com/realestateandhomes-detail/7138-Teakwood-Dr_Dallas_TX_75240_M89057-49214,Dallas,TX,75240.0,Active,Single Family Home,"Contemporary,Modern",535000.0,4.0,4.0,0.0,2977.0,0.29,33.0,1976.0,931821.9595899635,-396821.95958996355
3645,32.805131,-96.786371,https://www.realtor.com/realestateandhomes-detail/4302-Deere-St-Apt-C_Dallas_TX_75204_M73454-37255,Dallas,TX,75204.0,Active,Condo/Townhome/Row Home/Co-Op,"Contemporary,Modern",472999.0,2.0,2.0,1.0,2130.0,0.17199265381083562,33.0,2006.0,742888.7782573957,-269889.7782573957
3646,32.89159,-96.711405,https://www.realtor.com/realestateandhomes-detail/10621-Ferndale-Rd_Dallas_TX_75238_M70790-33946,Dallas,TX,75238.0,Active,Single Family Home,Traditional,560000.0,4.0,3.0,0.0,2700.0,0.24,33.0,1969.0,330769.653129042,229230.346870958
3647,32.911644,-96.571724,https://www.realtor.com/realestateandhomes-detail/3213-Holly-Ln_Rowlett_TX_75089_M71651-02530,Rowlett,TX,75089.0,Pending,Single Family Home,Traditional,189000.0,3.0,2.0,0.0,1359.0,0.16099632690541782,14.0,1976.0,246722.93418509056,-57722.93418509056
3648,32.738141,-96.876361,https://www.realtor.com/realestateandhomes-detail/3407-Gibsondell-Ave_Dallas_TX_75211_M80107-60893,Dallas,TX,75211.0,Active,Single Family Home,Tudor,334900.0,3.0,2.0,1.0,1879.0,0.17199265381083562,33.0,2016.0,244338.81253726277,90561.18746273723
3651,32.799213,-96.768814,https://www.realtor.com/realestateandhomes-detail/4839-Junius-St_Dallas_TX_75246_M75198-64336,Dallas,TX,75246.0,Active,Single Family Home,Craftsman,570000.0,3.0,3.0,0.0,2784.0,0.175,34.0,1914.0,1258723.0074171799,-688723.0074171799
3652,32.979862,-96.76486899999999,https://www.realtor.com/realestateandhomes-detail/2008-Azure-Pointe_Richardson_TX_75080_M76784-44495,Richardson,TX,75080.0,Active,Condo/Townhome/Row Home/Co-Op,nan,275000.0,2.0,2.0,0.0,1485.0,0.03000459136822773,34.0,2006.0,406171.9951201987,-131171.9951201987
3653,32.856496,-96.819256,https://www.realtor.com/realestateandhomes-detail/5427-Bryn-Mawr-Dr_Dallas_TX_75209_M82410-81568,Dallas,TX,75209.0,Active,Single Family Home,Traditional,749000.0,3.0,2.0,0.0,1774.0,0.16499081726354453,34.0,1946.0,307891.02126003127,441108.97873996873
3654,32.820951,-96.811885,https://www.realtor.com/realestateandhomes-detail/4520-Holland-Ave-Apt-207_Dallas_TX_75219_M83296-06065,Dallas,TX,75219.0,Active,Condo/Townhome/Row Home/Co-Op,Mediterranean,224126.0,2.0,1.0,1.0,972.0,0.37,34.0,1972.0,290013.45697489,-65887.45697489002
3656,32.613496000000005,-96.946522,https://www.realtor.com/realestateandhomes-detail/164-High-Pointe-Ln_Cedar-Hill_TX_75104_M71965-67580,Cedar Hill,TX,75104.0,Active Option Contract,Single Family Home,Traditional,185000.0,3.0,2.0,0.0,1378.0,0.10101010101010101,15.0,1985.0,312113.9546212128,-127113.95462121279
3658,32.872892,-96.82283199999999,https://www.realtor.com/realestateandhomes-detail/5020-Park-Ln_Dallas_TX_75220_M82329-80338,Dallas,TX,75220.0,Active,Single Family Home,"Contemporary,Modern,Mediterranean",7295000.0,5.0,5.0,2.0,10352.0,1.11,45.0,2017.0,4306641.600445852,2988358.3995541483
3659,32.854172,-96.801747,https://www.realtor.com/realestateandhomes-detail/4028-Purdue-Ave_Dallas_TX_75225_M84441-30206,University Park,TX,75225.0,Active,Single Family Home,nan,1395000.0,5.0,3.0,0.0,3021.0,0.16099632690541782,44.0,1932.0,814663.8239364419,580336.1760635581
3660,32.723005,-96.84964000000001,https://www.realtor.com/realestateandhomes-detail/1726-Melbourne-Ave_Dallas_TX_75224_M84065-01938,Dallas,TX,75224.0,Active,Single Family Home,Traditional,230000.0,2.0,2.0,0.0,1161.0,0.1820018365472911,45.0,1948.0,313747.97840817773,-83747.97840817773
3661,32.939601,-96.715703,https://www.realtor.com/realestateandhomes-detail/616-E-Spring-Valley-Rd_Richardson_TX_75081_M80704-29965,Richardson,TX,75081.0,Active Option Contract,Single Family Home,Ranch,299900.0,4.0,2.0,1.0,2469.0,0.22699724517906336,20.0,1973.0,240358.10560136157,59541.894398638426
3662,32.852709000000004,-96.792887,https://www.realtor.com/realestateandhomes-detail/3601-Stanford-Ave_Dallas_TX_75225_M88204-58844,University Park,TX,75225.0,Active,Single Family Home,Traditional,1999990.0,5.0,5.0,1.0,5094.0,0.176010101010101,45.0,2013.0,1564554.1704820471,435435.82951795286
3663,32.882768,-96.733438,https://www.realtor.com/realestateandhomes-detail/7340-Skillman-St-L1106_Dallas_TX_75231_M71149-00595,Dallas,TX,75231.0,Active,Condo/Townhome/Row Home/Co-Op,Traditional,165000.0,2.0,2.0,0.0,882.0,6.33,45.0,1983.0,298381.61734803615,-133381.61734803615
3664,32.94945,-96.86809699999999,https://www.realtor.com/realestateandhomes-detail/3241-Whispering-Oak_Farmers-Branch_TX_75234_M88555-90937,Farmers Branch,TX,75234.0,Pending,Single Family Home,nan,249500.0,3.0,2.0,0.0,1826.0,0.073989898989899,20.0,1974.0,265772.9306347473,-16272.930634747318
3665,32.834509999999995,-96.776096,https://www.realtor.com/realestateandhomes-detail/5424-Anita-St_Dallas_TX_75206_M71043-62954,Dallas,TX,75206.0,Active,Single Family Home,"Contemporary,Modern",697545.0,4.0,3.0,0.0,2630.0,0.11200642791551882,45.0,2018.0,277112.50456002366,420432.49543997634
3666,32.926904,-96.53503,https://www.realtor.com/realestateandhomes-detail/7005-Willow-Wood-St_Rowlett_TX_75089_M88649-44472,Rowlett,TX,75089.0,Active,Single Family Home,Traditional,374435.0,4.0,3.0,1.0,3107.0,0.13999081726354454,57.0,2019.0,398462.7325839759,-24027.732583975885
3667,32.800646,-96.800148,https://www.realtor.com/realestateandhomes-detail/2950-McKinney-Ave-Apt-206_Dallas_TX_75204_M84181-21850,Dallas,TX,75204.0,Active,Condo/Townhome/Row Home/Co-Op,"Contemporary,Modern",365000.0,2.0,2.0,0.0,1175.0,1.51,34.0,2006.0,373233.91425945057,-8233.914259450568
3669,32.979322,-96.693154,https://www.realtor.com/realestateandhomes-detail/8-Chelsey-Cir_Richardson_TX_75082_M83829-85019,Richardson,TX,75082.0,Active,Single Family Home,nan,300000.0,4.0,2.0,0.0,2173.0,0.24,30.0,1978.0,224202.99821535565,75797.00178464435
3670,32.959185,-96.894662,https://www.realtor.com/realestateandhomes-detail/1809-Baxley-Dr_Carrollton_TX_75006_M71609-58490,Carrollton,TX,75006.0,Active,Single Family Home,Traditional,229990.0,3.0,2.0,0.0,1501.0,0.25,30.0,1956.0,318639.6619952414,-88649.66199524142
3671,32.805337,-96.563586,https://www.realtor.com/realestateandhomes-detail/381-Vista-Park-Dr_Sunnyvale_TX_75182_M84330-75978,Sunnyvale,TX,75182.0,Active,Single Family Home,nan,579000.0,5.0,4.0,1.0,4547.0,0.4,30.0,2007.0,1095940.0146086824,-516940.01460868237
3672,32.980623,-96.763896,https://www.realtor.com/realestateandhomes-detail/2111-Lucerne-Cv_Richardson_TX_75080_M74375-46070,Richardson,TX,75080.0,Active,Condo/Townhome/Row Home/Co-Op,Traditional,359900.0,4.0,3.0,1.0,2187.0,0.06701101928374656,30.0,2007.0,460485.7585788327,-100585.75857883273
3673,32.805443,-96.815033,https://www.realtor.com/realestateandhomes-detail/2828-Hood-St-Apt-1106_Dallas_TX_75219_M88978-23582,Dallas,TX,75219.0,Active,Condo/Townhome/Row Home/Co-Op,"Contemporary,Modern",1245000.0,3.0,3.0,1.0,2662.0,3.13,30.0,2000.0,1118083.6566985592,126916.34330144082
3674,32.889352,-96.773545,https://www.realtor.com/realestateandhomes-detail/10548-Stone-Canyon-Rd-H129_Dallas_TX_75230_M89103-85077,Dallas,TX,75230.0,Active,Condo/Townhome/Row Home/Co-Op,Traditional,139000.0,2.0,2.0,0.0,1141.0,10.4,23.0,1970.0,327652.66874376324,-188652.66874376324
3675,32.85253,-96.831792,https://www.realtor.com/realestateandhomes-detail/4521-W-Amherst-Ave_Dallas_TX_75209_M70423-53590,Dallas,TX,75209.0,Pending,Single Family Home,Traditional,549000.0,2.0,2.0,0.0,1478.0,0.16701101928374656,23.0,1939.0,362186.20769582916,186813.79230417084
3676,32.964065000000005,-96.861661,https://www.realtor.com/realestateandhomes-detail/2704-S-Surrey-Dr_Carrollton_TX_75006_M76629-42108,Carrollton,TX,75006.0,Active,Single Family Home,Traditional,320000.0,4.0,3.0,0.0,2358.0,0.24,22.0,1973.0,313438.8953421247,6561.104657875316
3679,32.827825,-96.971377,https://www.realtor.com/realestateandhomes-detail/1936-Briarwood-Ln_Irving_TX_75061_M75375-54806,Irving,TX,75061.0,Active,Single Family Home,nan,234499.0,3.0,2.0,0.0,2272.0,0.27,55.0,1957.0,337618.33876629046,-103119.33876629046
3680,32.848737,-96.755584,https://www.realtor.com/realestateandhomes-detail/6251-Danbury-Ln_Dallas_TX_75214_M83804-99054,Dallas,TX,75214.0,Active,Single Family Home,Traditional,559000.0,4.0,2.0,1.0,2799.0,0.20399449035812672,23.0,1968.0,449874.0836949011,109125.91630509892
3682,32.965027,-96.824815,https://www.realtor.com/realestateandhomes-detail/5021-Calloway-Dr_Addison_TX_75001_M78785-79205,Addison,TX,75001.0,Active Option Contract,Condo/Townhome/Row Home/Co-Op,Traditional,499000.0,3.0,3.0,1.0,2178.0,0.02800734618916437,23.0,2013.0,450286.6926475618,48713.30735243822
3685,32.905868,-96.742224,https://www.realtor.com/realestateandhomes-detail/9512-Bill-Browne-Ln_Dallas_TX_75243_M82623-84389,Dallas,TX,75243.0,Pending,Single Family Home,Traditional,425000.0,4.0,3.0,0.0,3034.0,0.23,7.0,1977.0,325247.5201888135,99752.4798111865
3686,32.741945,-96.86315,https://www.realtor.com/realestateandhomes-detail/2646-Alden-Ave_Dallas_TX_75211_M87021-92670,Dallas,TX,75211.0,Active,Single Family Home,Traditional,289900.0,2.0,2.0,0.0,1614.0,0.15798898071625345,27.0,1959.0,346836.52453594434,-56936.524535944336
3687,32.831866999999995,-96.761329,https://www.realtor.com/realestateandhomes-detail/6103-Martel-Ave_Dallas_TX_75214_M81288-87633,Dallas,TX,75214.0,Active,Single Family Home,Traditional,449500.0,3.0,2.0,0.0,1628.0,0.16099632690541782,27.0,1938.0,325145.3445179374,124354.6554820626
3688,32.927597,-96.52980500000001,https://www.realtor.com/realestateandhomes-detail/7209-Airline-Dr_Rowlett_TX_75089_M72242-58102,Rowlett,TX,75089.0,Active,Single Family Home,nan,232500.0,3.0,2.0,0.0,1596.0,0.16499081726354453,27.0,1998.0,339972.290896296,-107472.29089629598
3689,32.860436,-96.833237,https://www.realtor.com/realestateandhomes-detail/4731-Wildwood-Rd_Dallas_TX_75209_M78280-71351,Dallas,TX,75209.0,Active,Single Family Home,Traditional,6499000.0,5.0,4.0,2.0,8144.0,1.24,27.0,1935.0,3895800.630663519,2603199.369336481
3693,32.879767,-96.713655,https://www.realtor.com/realestateandhomes-detail/9931-Larchbrook-Dr_Dallas_TX_75238_M78584-15794,Dallas,TX,75238.0,Pending,Single Family Home,Traditional,399900.0,4.0,2.0,0.0,2038.0,0.17899449035812673,12.0,1963.0,218839.8919161091,181060.1080838909
3694,32.888020000000004,-96.76205999999999,https://www.realtor.com/realestateandhomes-detail/7836-Minglewood-Ln_Dallas_TX_75231_M71081-10765,Dallas,TX,75231.0,Active,Single Family Home,"Contemporary,Modern",483294.0,3.0,2.0,1.0,1859.0,0.010009182736455464,27.0,2019.0,250470.3960865346,232823.6039134654
3698,32.862721,-96.949966,https://www.realtor.com/realestateandhomes-detail/4601-N-O-Connor-Rd-1252_Irving_TX_75062_M70986-33325,Irving,TX,75062.0,Active,Condo/Townhome/Row Home/Co-Op,Traditional,163900.0,3.0,2.0,1.0,1639.0,17.15,27.0,1975.0,379506.9047882194,-215606.90478821943
3700,32.962723,-96.591673,https://www.realtor.com/realestateandhomes-detail/3412-Elmwood-Ct_Sachse_TX_75048_M85262-94395?ex=TX642898283,Sachse,TX,75048.0,Active,Single Family Home,Traditional,265000.0,3.0,3.0,1.0,2666.0,0.19499540863177225,26.0,1999.0,453440.0375567565,-188440.03755675652
3701,32.797035,-96.807582,https://www.realtor.com/realestateandhomes-detail/2300-Wolf-St-19CD_Dallas_TX_75201_M80437-01110,Dallas,TX,75201.0,Active,Condo/Townhome/Row Home/Co-Op,"Contemporary,Modern",3999000.0,4.0,4.0,0.0,5075.0,1.54,27.0,2012.0,1712649.4455779344,2286350.5544220656
3702,32.906329,-96.93566,https://www.realtor.com/realestateandhomes-detail/771-Laguna_Irving_TX_75039_M77749-16054,Irving,TX,75039.0,Active,Single Family Home,"Mediterranean,Spanish",474500.0,3.0,2.0,1.0,2874.0,0.09800275482093664,26.0,2007.0,357121.3742496867,117378.62575031328
3713,32.90227,-96.429948,https://www.realtor.com/realestateandhomes-detail/2221-Fieldcrest-Dr_Rockwall_TX_75032_M80242-13317,Rockwall,TX,75032.0,Active,Single Family Home,Traditional,282000.0,4.0,3.0,0.0,2360.0,0.19400826446280992,29.0,2003.0,275846.3991657945,6153.600834205514
3716,32.900781,-96.441089,https://www.realtor.com/realestateandhomes-detail/1416-Hickory-Creek-Ln_Rockwall_TX_75032_M81392-04643,Rockwall,TX,75032.0,Active,Single Family Home,Traditional,276990.0,5.0,3.0,0.0,3568.0,0.20899908172635445,50.0,2001.0,396085.2865414808,-119095.2865414808
3720,32.998627,-96.510116,https://www.realtor.com/realestateandhomes-detail/1609-Roberts-Ravine-Rd_Wylie_TX_75098_M82870-14515,Wylie,TX,75098.0,Active,Single Family Home,nan,324999.0,3.0,2.0,1.0,2769.0,0.1820018365472911,296.0,2017.0,428800.30861691025,-103801.30861691025
3725,33.210573,-96.719926,https://www.realtor.com/realestateandhomes-detail/8000-Prentiss-Dr_McKinney_TX_75071_M76253-53060,McKinney,TX,75071.0,Active,Single Family Home,nan,549423.0,5.0,4.0,0.0,4131.0,0.18700642791551883,262.0,2019.0,526822.2906340085,22600.709365991526
3727,32.852427,-96.370252,https://www.realtor.com/realestateandhomes-detail/Veneto-Dr_Rockwall_TX_75032_M73906-06205,McLendon Chisholm,TX,75032.0,Pending,Single Family Home,nan,324533.0,4.0,3.0,1.0,2715.0,0.21000918273645547,51.0,2018.0,245809.83977826335,78723.16022173665
3733,33.270258,-96.807558,https://www.realtor.com/realestateandhomes-detail/1630-Brighton-Blvd_Celina_TX_75009_M78082-10099,Celina,TX,75009.0,Pending,Single Family Home,Traditional,489990.0,4.0,4.0,0.0,3607.0,0.16499081726354453,402.0,2018.0,440289.29702653293,49700.702973467065
3739,33.010504,-96.504947,https://www.realtor.com/realestateandhomes-detail/100-Fox-Hill-Dr_Wylie_TX_75098_M80272-59309,Wylie,TX,75098.0,Pending,Single Family Home,Traditional,318990.0,3.0,2.0,0.0,2425.0,0.3,356.0,2018.0,351619.1219860073,-32629.121986007318
3741,33.011969,-96.505416,https://www.realtor.com/realestateandhomes-detail/221-Duck-Blind-Ave_Wylie_TX_75098_M80269-61182,Wylie,TX,75098.0,Pending,Single Family Home,Traditional,328495.0,4.0,2.0,0.0,2399.0,0.23,386.0,2017.0,292542.4813203032,35952.518679696776
3751,33.129538000000004,-96.782829,https://www.realtor.com/realestateandhomes-detail/6201-Montgomery-Dr_Frisco_TX_75035_M84878-20901,Frisco,TX,75035.0,Active,Single Family Home,Traditional,290000.0,4.0,2.0,0.0,1693.0,0.16000918273645545,219.0,1994.0,211924.69275827677,78075.30724172323
3752,33.142914000000005,-96.617013,https://www.realtor.com/realestateandhomes-detail/870-Foxdale_MC-Kinney_TX_75069_M75617-68528,Fairview,TX,75069.0,Active,Single Family Home,Traditional,1200000.0,5.0,4.0,0.0,4938.0,1.6,226.0,2000.0,960591.3477578943,239408.6522421057
3753,33.298556,-96.577238,https://www.realtor.com/realestateandhomes-detail/3702-Bastrop-St_Melissa_TX_75454_M88675-70086,Melissa,TX,75454.0,Pending,Single Family Home,nan,289510.0,4.0,3.0,0.0,2526.0,0.11999540863177227,220.0,2018.0,243727.19048602815,45782.80951397185
3756,33.067943,-96.604916,https://www.realtor.com/realestateandhomes-detail/6601-Erin-Ln_Parker_TX_75002_M88657-35678,Parker,TX,75002.0,Active,Single Family Home,nan,699900.0,5.0,4.0,1.0,4068.0,1.05,340.0,2018.0,882885.5108132473,-182985.5108132473
3760,33.136559999999996,-96.665509,https://www.realtor.com/realestateandhomes-detail/2253-Morning-Dew-Ct_Allen_TX_75013_M81115-49737,Allen,TX,75013.0,Pending,Single Family Home,nan,439000.0,5.0,4.0,0.0,3633.0,0.125,156.0,2010.0,392465.0547175255,46534.94528247451
3761,33.208676000000004,-96.663415,https://www.realtor.com/realestateandhomes-detail/3716-Creek-View-Dr_McKinney_TX_75071_M77601-94079,McKinney,TX,75071.0,Active Contingent,Single Family Home,Traditional,295000.0,3.0,2.0,0.0,1641.0,0.13000459136822773,153.0,2016.0,362043.17600526795,-67043.17600526795
3764,33.223786,-96.690339,https://www.realtor.com/realestateandhomes-detail/2421-Triton-Dr_McKinney_TX_75071_M80824-68176,McKinney,TX,75071.0,Pending,Single Family Home,nan,419847.0,5.0,4.0,0.0,3352.0,0.14699265381083562,152.0,2018.0,290785.4066557402,129061.59334425977
3765,33.10848,-96.794771,https://www.realtor.com/realestateandhomes-detail/10078-Sharps-Rd_Frisco_TX_75035_M89942-59952,Frisco,TX,75035.0,Active,Single Family Home,Traditional,554990.0,5.0,3.0,1.0,3792.0,0.06600091827364554,318.0,2018.0,568363.8052480634,-13373.805248063407
3767,33.165509,-96.756914,https://www.realtor.com/realestateandhomes-detail/13876-Kevin-Dr_Frisco_TX_75035_M81954-89360,Frisco,TX,75035.0,Active,Single Family Home,Traditional,523990.0,6.0,4.0,0.0,4057.0,0.28,289.0,2018.0,485172.0454651138,38817.95453488617
3769,33.271027000000004,-96.808834,https://www.realtor.com/realestateandhomes-detail/3947-Hartline-Hills-Way_Celina_TX_75009_M79115-11292,Celina,TX,75009.0,Active,Single Family Home,Traditional,459900.0,4.0,3.0,0.0,2558.0,0.16499081726354453,159.0,2018.0,291431.8816739506,168468.1183260494
3770,33.043609000000004,-96.584575,https://www.realtor.com/realestateandhomes-detail/1623-Nancy-Dr_Wylie_TX_75098_M80033-34574,Wylie,TX,75098.0,Pending,Single Family Home,Traditional,433990.0,4.0,2.0,1.0,2368.0,0.22300275482093665,152.0,2018.0,228693.69776250224,205296.30223749776
3771,33.111988000000004,-96.685991,https://www.realtor.com/realestateandhomes-detail/1054-Margo-Dr_Allen_TX_75013_M79327-52879,Allen,TX,75013.0,Pending,Single Family Home,nan,394990.0,3.0,3.0,1.0,2460.0,0.08000459136822773,142.0,2018.0,307196.24549056415,87793.75450943585
3772,33.179534000000004,-96.713823,https://www.realtor.com/realestateandhomes-detail/2404-Wells-Ln_McKinney_TX_75072_M80101-83101,McKinney,TX,75072.0,Active,Single Family Home,Traditional,369900.0,4.0,3.0,0.0,3341.0,0.21999540863177228,249.0,2000.0,363380.8054421955,6519.194557804498
3773,33.263721999999994,-96.795978,https://www.realtor.com/realestateandhomes-detail/4409-Switchgrass-St_Celina_TX_75009_M81288-82342,Celina,TX,75009.0,Pending,Single Family Home,Craftsman,349999.0,4.0,3.0,0.0,2934.0,0.175,142.0,2016.0,313303.6740244051,36695.325975594926
3774,33.057862,-96.54916999999999,https://www.realtor.com/realestateandhomes-detail/1825-Virtue-Port-Ln_Saint-Paul_TX_75098_M80385-88156,Saint Paul,TX,75098.0,Pending,Single Family Home,nan,366140.0,4.0,3.0,1.0,3152.0,0.15798898071625345,149.0,2018.0,337833.72237989755,28306.277620102454
3776,33.227294,-96.762836,https://www.realtor.com/realestateandhomes-detail/791-Dover-Dr_Prosper_TX_75078_M85327-16516,Prosper,TX,75078.0,Pending,Single Family Home,Traditional,489990.0,4.0,3.0,1.0,3870.0,0.1640036730945822,139.0,2019.0,504125.87309644534,-14135.873096445343
3777,33.287088,-96.563703,https://www.realtor.com/realestateandhomes-detail/2314-Independence-Dr_Melissa_TX_75454_M81427-20786,Melissa,TX,75454.0,Pending,Single Family Home,Traditional,260000.0,3.0,2.0,0.0,1867.0,0.1390036730945822,143.0,2016.0,325415.5790983274,-65415.57909832738
3778,33.226189,-96.713769,https://www.realtor.com/realestateandhomes-detail/7504-Easley-Dr_McKinney_TX_75071_M87616-21788,McKinney,TX,75071.0,Active,Single Family Home,Early American,595000.0,5.0,5.0,2.0,3832.0,0.15,284.0,2018.0,1769543.52328478,-1174543.52328478
3779,32.345421,-97.398459,https://www.realtor.com/realestateandhomes-detail/812-W-Wardville-St_Cleburne_TX_76033_M89541-07262,Cleburne,TX,76033.0,Active,Single Family Home,nan,284999.0,4.0,3.0,0.0,3804.0,0.23,222.0,1940.0,1057723.4122211642,-772724.4122211642
3781,32.431349,-97.315276,https://www.realtor.com/realestateandhomes-detail/3501-Northcrest-Dr_Cleburne_TX_76031_M76862-35003,Keene,TX,76031.0,Active,Single Family Home,nan,399900.0,4.0,3.0,0.0,3400.0,1.0,221.0,2018.0,288079.2141695038,111820.78583049623
3785,33.301649,-96.55009,https://www.realtor.com/realestateandhomes-detail/3018-Winchester-Ave_Melissa_TX_75454_M79157-25309,Melissa,TX,75454.0,Active,Single Family Home,Traditional,307900.0,3.0,2.0,0.0,2133.0,0.17800734618916436,275.0,2018.0,298858.5562188119,9041.443781188107
3786,33.009128000000004,-96.502489,https://www.realtor.com/realestateandhomes-detail/2401-Richland-Chambers-Ct_Wylie_TX_75098_M84508-05974,Wylie,TX,75098.0,Pending,Single Family Home,Traditional,425873.0,5.0,3.0,1.0,3997.0,0.21000918273645547,134.0,2018.0,597649.8254056906,-171776.8254056906
3788,33.082699,-96.82897700000001,https://www.realtor.com/realestateandhomes-detail/7809-Element-Ave_Plano_TX_75024_M81395-41594,Plano,TX,75024.0,Active,Single Family Home,"Contemporary,Modern",1081900.0,5.0,5.0,2.0,4032.0,0.05234159779614325,264.0,2018.0,2024539.2526648787,-942639.2526648787
3789,33.1121,-96.686004,https://www.realtor.com/realestateandhomes-detail/1056-Margo-Dr_Allen_TX_75013_M79314-48571,Allen,TX,75013.0,Pending,Single Family Home,nan,384990.0,3.0,2.0,1.0,2091.0,0.08999081726354453,132.0,2018.0,297879.2147195835,87110.78528041649
3794,33.258551000000004,-96.77871999999999,https://www.realtor.com/realestateandhomes-detail/1700-Chisholm-Trl_Prosper_TX_75078_M83133-24271,Prosper,TX,75078.0,Pending,Single Family Home,nan,599990.0,5.0,4.0,1.0,4942.0,0.33,124.0,2018.0,1004110.827526643,-404120.82752664306
3795,32.445122,-97.304119,https://www.realtor.com/realestateandhomes-detail/4329-Slayton-Rd_Cleburne_TX_76031_M85844-32261,Cleburne,TX,76031.0,Pending,Single Family Home,Traditional,199500.0,3.0,2.0,0.0,2040.0,1.98,164.0,1997.0,287399.4112989884,-87899.41129898839
3796,32.399934,-97.318311,https://www.realtor.com/realestateandhomes-detail/301-N-Eastern-St_Keene_TX_76059_M89322-95313,Keene,TX,76059.0,Active,Single Family Home,Traditional,499500.0,3.0,3.0,1.0,3384.0,12.0,146.0,2010.0,650743.8021602948,-151243.80216029484
3799,33.325977,-96.550183,https://www.realtor.com/realestateandhomes-detail/2518-Thayne-Dr_Anna_TX_75409_M82427-70548,Anna,TX,75409.0,Pending,Single Family Home,Traditional,338500.0,4.0,3.0,1.0,3003.0,0.19600550964187327,134.0,2016.0,315080.17388030514,23419.82611969486
3801,33.052699,-96.841511,https://www.realtor.com/realestateandhomes-detail/6433-Willow-Creek-Dr_Plano_TX_75093_M81847-51513,Plano,TX,75093.0,Pending,Single Family Home,Traditional,665000.0,4.0,4.0,0.0,3914.0,0.28,125.0,1995.0,560521.3974087398,104478.60259126022
3819,32.860043,-96.474236,https://www.realtor.com/realestateandhomes-detail/1-Hillview-Dr_Heath_TX_75032_M71093-93767,Heath,TX,75032.0,Active,Single Family Home,nan,324000.0,3.0,2.0,0.0,2068.0,0.43,44.0,1978.0,334716.978569402,-10716.97856940201
3822,32.928205,-96.35875,https://www.realtor.com/realestateandhomes-detail/101-Goff-Dr_Royse-City_TX_75189_M81353-08686,Fate,TX,75189.0,Active,Single Family Home,"Contemporary,Modern,Traditional",370000.0,5.0,3.0,1.0,4353.0,0.52,48.0,2006.0,1053814.2506930465,-683814.2506930465
3824,32.499873,-97.317638,https://www.realtor.com/realestateandhomes-detail/4104-Crosswind-St_Burleson_TX_76028_M81582-40690,Burleson,TX,76028.0,Pending,Single Family Home,Traditional,479990.0,4.0,3.0,1.0,3090.0,1.27,269.0,2018.0,359713.5365197008,120276.46348029922
